order_id,order_date,order_year_month,customer_id,signup_date,signup_cohort,acquisition_channel,city,product_id,product_category,quantity,gross_amount,discount_amount,net_revenue,shipping_cost,payment_fee,total_cogs,cm2_operating_profit,discount_pct
ORD-019383,2025-07-22,2025-07,2249,2025-06-15,2025-06,Email Referral,Bengaluru,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-019384,2026-04-29,2026-04,8084,2026-04-15,2026-04,Meta Ads,Hyderabad,P103,Fashion,1,899.0,134.85,764.15,100.0,15.28,300.0,348.87,15.0
ORD-019385,2026-04-01,2026-04,10401,2026-03-14,2026-03,Organic Search,Pune,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-019386,2025-02-23,2025-02,6011,2024-12-16,2024-12,Paid Search,Pune,P106,Beauty & Grooming,2,998.0,149.7,848.3,80.0,16.97,300.0,451.3299999999999,15.0
ORD-019387,2026-05-24,2026-05,7306,2026-05-16,2026-05,Meta Ads,Mumbai,P107,Beauty & Grooming,2,1398.0,349.5,1048.5,60.0,20.97,500.0,467.53,25.0
ORD-019388,2025-05-17,2025-05,6763,2025-04-13,2025-04,Email Referral,Mumbai,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-019389,2025-09-18,2025-09,5391,2025-08-10,2025-08,Paid Search,Delhi NCR,P102,Electronics,1,799.0,119.85,679.15,80.0,13.58,450.0,135.56999999999996,15.0
ORD-019390,2025-10-25,2025-10,3140,2025-10-19,2025-10,Influencer,Pune,P105,Home & Kitchen,1,999.0,49.95,949.05,60.0,18.98,400.0,470.06999999999994,5.0
ORD-019391,2026-07-01,2026-07,10803,2026-05-08,2026-05,Paid Search,Mumbai,P101,Electronics,2,3998.0,999.5,2998.5,60.0,59.97,2400.0,478.53,25.0
ORD-019392,2026-03-26,2026-03,8336,2026-03-16,2026-03,Paid Search,Mumbai,P101,Electronics,1,1999.0,0.0,1999.0,100.0,39.98,1200.0,659.02,0.0
ORD-019393,2025-12-30,2025-12,9749,2025-11-07,2025-11,Paid Search,Pune,P101,Electronics,1,1999.0,699.65,1299.35,100.0,25.99,1200.0,-26.64000000000009,35.0
ORD-019394,2025-01-10,2025-01,7119,2024-12-19,2024-12,Paid Search,Bengaluru,P102,Electronics,1,799.0,279.65,519.35,100.0,10.39,450.0,-41.03999999999998,35.0
ORD-019395,2025-05-24,2025-05,4995,2025-04-12,2025-04,Meta Ads,Bengaluru,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-019396,2025-08-18,2025-08,2153,2025-07-10,2025-07,Organic Search,Pune,P107,Beauty & Grooming,1,699.0,34.95,664.05,60.0,13.28,250.0,340.77,5.0
ORD-019397,2025-06-27,2025-06,4745,2024-12-22,2024-12,Paid Search,Hyderabad,P102,Electronics,1,799.0,0.0,799.0,80.0,15.98,450.0,253.02,0.0
ORD-019398,2026-05-24,2026-05,4622,2026-05-22,2026-05,Paid Search,Mumbai,P103,Fashion,1,899.0,0.0,899.0,100.0,17.98,300.0,481.02,0.0
ORD-019399,2025-07-07,2025-07,6891,2025-06-23,2025-06,Organic Search,Pune,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-019400,2024-12-02,2024-12,10165,2024-10-23,2024-10,Email Referral,Hyderabad,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-019401,2024-11-27,2024-11,4908,2024-09-25,2024-09,Paid Search,Bengaluru,P106,Beauty & Grooming,2,998.0,0.0,998.0,100.0,19.96,300.0,578.04,0.0
ORD-019403,2025-10-21,2025-10,8748,2025-10-17,2025-10,Organic Search,Pune,P107,Beauty & Grooming,2,1398.0,0.0,1398.0,60.0,27.96,500.0,810.04,0.0
ORD-019404,2026-02-12,2026-02,4067,2026-01-29,2026-01,Paid Search,Hyderabad,P101,Electronics,1,1999.0,499.75,1499.25,80.0,29.98,1200.0,189.27,25.0
ORD-019405,2024-10-11,2024-10,10484,2024-10-06,2024-10,Influencer,Bengaluru,P101,Electronics,3,5997.0,299.85,5697.15,100.0,113.94,3600.0,1883.2099999999996,5.0
ORD-019406,2025-10-18,2025-10,3861,2025-10-15,2025-10,Influencer,Bengaluru,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-019407,2025-07-10,2025-07,1164,2025-07-10,2025-07,Meta Ads,Hyderabad,P107,Beauty & Grooming,1,699.0,104.85,594.15,80.0,11.88,250.0,252.26999999999998,15.0
ORD-019408,2026-04-02,2026-04,2715,2026-01-19,2026-01,Paid Search,Hyderabad,P105,Home & Kitchen,2,1998.0,299.7,1698.3,100.0,33.97,800.0,764.3299999999999,15.0
ORD-019409,2025-01-25,2025-01,4463,2025-01-18,2025-01,Organic Search,Pune,P103,Fashion,1,899.0,44.95,854.05,60.0,17.08,300.0,476.96999999999997,5.0
ORD-019410,2025-02-25,2025-02,2441,2025-02-03,2025-02,Email Referral,Mumbai,P103,Fashion,2,1798.0,0.0,1798.0,60.0,35.96,600.0,1102.04,0.0
ORD-019411,2025-03-27,2025-03,6314,2025-03-27,2025-03,Email Referral,Mumbai,P107,Beauty & Grooming,1,699.0,34.95,664.05,80.0,13.28,250.0,320.77,5.0
ORD-019412,2025-10-20,2025-10,9993,2025-08-02,2025-08,Paid Search,Hyderabad,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-019413,2026-06-02,2026-06,7228,2026-05-28,2026-05,Email Referral,Pune,P106,Beauty & Grooming,1,499.0,49.9,449.1,80.0,8.98,150.0,210.12000000000003,10.0
ORD-019414,2026-04-12,2026-04,3661,2026-03-17,2026-03,Meta Ads,Mumbai,P104,Fashion,1,1499.0,224.85,1274.15,80.0,25.48,600.0,568.6700000000001,15.0
ORD-019415,2025-12-01,2025-12,2691,2025-11-11,2025-11,Paid Search,Mumbai,P104,Fashion,2,2998.0,0.0,2998.0,60.0,59.96,1200.0,1678.04,0.0
ORD-019416,2026-06-09,2026-06,1234,2026-05-27,2026-05,Meta Ads,Mumbai,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-019417,2024-10-28,2024-10,2877,2024-10-01,2024-10,Meta Ads,Mumbai,P101,Electronics,1,1999.0,0.0,1999.0,80.0,39.98,1200.0,679.02,0.0
ORD-019418,2025-07-30,2025-07,10154,2025-07-29,2025-07,Meta Ads,Hyderabad,P101,Electronics,1,1999.0,699.65,1299.35,80.0,25.99,1200.0,-6.640000000000089,35.0
ORD-019419,2025-01-07,2025-01,4371,2024-12-18,2024-12,Paid Search,Delhi NCR,P104,Fashion,1,1499.0,0.0,1499.0,100.0,29.98,600.0,769.02,0.0
ORD-019420,2025-05-02,2025-05,7340,2025-03-29,2025-03,Paid Search,Pune,P102,Electronics,1,799.0,199.75,599.25,60.0,11.98,450.0,77.27,25.0
ORD-019421,2026-02-21,2026-02,6110,2026-01-10,2026-01,Email Referral,Pune,P106,Beauty & Grooming,2,998.0,49.9,948.1,60.0,18.96,300.0,569.14,5.0
ORD-019422,2026-04-17,2026-04,2046,2026-03-13,2026-03,Organic Search,Mumbai,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-019423,2025-05-28,2025-05,7092,2025-05-01,2025-05,Organic Search,Hyderabad,P102,Electronics,1,799.0,0.0,799.0,100.0,15.98,450.0,233.02,0.0
ORD-019424,2026-01-13,2026-01,5482,2025-12-05,2025-12,Meta Ads,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-019425,2025-05-30,2025-05,5460,2025-05-26,2025-05,Meta Ads,Delhi NCR,P103,Fashion,1,899.0,314.65,584.35,60.0,11.69,300.0,212.66000000000003,35.0
ORD-019426,2025-09-12,2025-09,9034,2025-08-27,2025-08,Paid Search,Hyderabad,P104,Fashion,2,2998.0,0.0,2998.0,60.0,59.96,1200.0,1678.04,0.0
ORD-019428,2025-10-19,2025-10,2408,2025-05-31,2025-05,Influencer,Bengaluru,P103,Fashion,1,899.0,89.9,809.1,80.0,16.18,300.0,412.92,10.0
ORD-019429,2025-09-24,2025-09,1208,2025-08-11,2025-08,Organic Search,Delhi NCR,P102,Electronics,1,799.0,0.0,799.0,60.0,15.98,450.0,273.02,0.0
ORD-019430,2025-08-29,2025-08,5371,2025-07-29,2025-07,Paid Search,Bengaluru,P105,Home & Kitchen,2,1998.0,699.3,1298.7,60.0,25.97,800.0,412.73,35.0
ORD-019431,2025-06-14,2025-06,8151,2025-06-03,2025-06,Organic Search,Mumbai,P107,Beauty & Grooming,2,1398.0,0.0,1398.0,100.0,27.96,500.0,770.04,0.0
ORD-019432,2025-07-20,2025-07,10945,2025-06-30,2025-06,Paid Search,Hyderabad,P107,Beauty & Grooming,2,1398.0,209.7,1188.3,60.0,23.77,500.0,604.53,15.0
ORD-019433,2025-11-16,2025-11,9688,2025-10-01,2025-10,Paid Search,Delhi NCR,P101,Electronics,1,1999.0,499.75,1499.25,80.0,29.98,1200.0,189.27,25.0
ORD-019434,2025-04-04,2025-04,1902,2025-01-19,2025-01,Paid Search,Mumbai,P104,Fashion,1,1499.0,224.85,1274.15,60.0,25.48,600.0,588.6700000000001,15.0
ORD-019435,2026-07-03,2026-07,8084,2026-04-15,2026-04,Meta Ads,Hyderabad,P106,Beauty & Grooming,1,499.0,174.65,324.35,60.0,6.49,150.0,107.86000000000003,35.0
ORD-019436,2025-04-21,2025-04,2750,2025-04-15,2025-04,Paid Search,Pune,P103,Fashion,1,899.0,134.85,764.15,60.0,15.28,300.0,388.87,15.0
ORD-019437,2025-09-02,2025-09,9652,2025-08-02,2025-08,Meta Ads,Mumbai,P107,Beauty & Grooming,1,699.0,244.65,454.35,60.0,9.09,250.0,135.26000000000002,35.0
ORD-019438,2025-08-08,2025-08,5490,2025-06-13,2025-06,Meta Ads,Mumbai,P103,Fashion,1,899.0,134.85,764.15,60.0,15.28,300.0,388.87,15.0
ORD-019439,2025-01-07,2025-01,10109,2024-11-15,2024-11,Paid Search,Bengaluru,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-019440,2025-07-16,2025-07,7583,2025-02-03,2025-02,Organic Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,100.0,17.98,300.0,481.02,0.0
ORD-019441,2025-02-04,2025-02,9031,2025-01-29,2025-01,Meta Ads,Pune,P101,Electronics,2,3998.0,599.7,3398.3,60.0,67.97,2400.0,870.3300000000002,15.0
ORD-019442,2025-03-24,2025-03,5735,2025-02-25,2025-02,Meta Ads,Hyderabad,P104,Fashion,1,1499.0,224.85,1274.15,100.0,25.48,600.0,548.6700000000001,15.0
ORD-019443,2025-05-12,2025-05,5666,2025-05-09,2025-05,Organic Search,Bengaluru,P103,Fashion,1,899.0,44.95,854.05,100.0,17.08,300.0,436.96999999999997,5.0
ORD-019444,2025-08-22,2025-08,3195,2025-07-15,2025-07,Paid Search,Pune,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-019445,2026-01-29,2026-01,8127,2025-12-09,2025-12,Paid Search,Bengaluru,P105,Home & Kitchen,1,999.0,149.85,849.15,100.0,16.98,400.0,332.16999999999996,15.0
ORD-019446,2025-09-28,2025-09,1960,2025-09-25,2025-09,Organic Search,Pune,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-019447,2026-05-07,2026-05,9586,2026-04-03,2026-04,Meta Ads,Mumbai,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-019448,2025-02-24,2025-02,5539,2024-09-16,2024-09,Paid Search,Mumbai,P107,Beauty & Grooming,1,699.0,244.65,454.35,60.0,9.09,250.0,135.26000000000002,35.0
ORD-019449,2025-11-01,2025-11,5059,2025-10-31,2025-10,Influencer,Mumbai,P104,Fashion,1,1499.0,74.95,1424.05,100.0,28.48,600.0,695.5699999999999,5.0
ORD-019450,2025-06-24,2025-06,5843,2025-06-16,2025-06,Meta Ads,Mumbai,P105,Home & Kitchen,1,999.0,149.85,849.15,80.0,16.98,400.0,352.16999999999996,15.0
ORD-019451,2026-02-03,2026-02,3178,2025-12-30,2025-12,Organic Search,Bengaluru,P105,Home & Kitchen,1,999.0,0.0,999.0,80.0,19.98,400.0,499.02,0.0
ORD-019452,2025-07-14,2025-07,2800,2025-05-19,2025-05,Paid Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,124.75,374.25,100.0,7.48,150.0,116.77,25.0
ORD-019453,2026-04-15,2026-04,8571,2026-01-27,2026-01,Meta Ads,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-019454,2025-01-15,2025-01,9697,2024-12-31,2024-12,Email Referral,Delhi NCR,P103,Fashion,2,1798.0,0.0,1798.0,60.0,35.96,600.0,1102.04,0.0
ORD-019455,2026-04-25,2026-04,1720,2026-04-07,2026-04,Organic Search,Bengaluru,P105,Home & Kitchen,1,999.0,0.0,999.0,100.0,19.98,400.0,479.02,0.0
ORD-019456,2024-11-30,2024-11,2988,2024-09-22,2024-09,Meta Ads,Hyderabad,P107,Beauty & Grooming,1,699.0,174.75,524.25,100.0,10.48,250.0,163.77,25.0
ORD-019457,2025-11-24,2025-11,6774,2025-10-31,2025-10,Organic Search,Mumbai,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-019458,2026-03-01,2026-03,10067,2025-11-28,2025-11,Paid Search,Bengaluru,P101,Electronics,2,3998.0,1399.3,2598.7,60.0,51.97,2400.0,86.72999999999982,35.0
ORD-019459,2025-12-07,2025-12,3879,2025-08-16,2025-08,Meta Ads,Bengaluru,P102,Electronics,2,1598.0,239.7,1358.3,60.0,27.17,900.0,371.12999999999994,15.0
ORD-019460,2025-08-12,2025-08,9826,2025-05-19,2025-05,Paid Search,Delhi NCR,P107,Beauty & Grooming,1,699.0,244.65,454.35,80.0,9.09,250.0,115.26000000000002,35.0
ORD-019461,2024-11-09,2024-11,3421,2024-11-06,2024-11,Paid Search,Pune,P106,Beauty & Grooming,1,499.0,124.75,374.25,60.0,7.48,150.0,156.77,25.0
ORD-019462,2025-12-20,2025-12,2325,2025-11-16,2025-11,Email Referral,Mumbai,P103,Fashion,1,899.0,89.9,809.1,60.0,16.18,300.0,432.92,10.0
ORD-019463,2025-12-08,2025-12,2009,2025-07-30,2025-07,Paid Search,Hyderabad,P102,Electronics,1,799.0,119.85,679.15,60.0,13.58,450.0,155.56999999999996,15.0
ORD-019464,2025-07-14,2025-07,10332,2025-02-15,2025-02,Organic Search,Hyderabad,P103,Fashion,1,899.0,0.0,899.0,80.0,17.98,300.0,501.02,0.0
ORD-019465,2024-11-03,2024-11,1404,2024-10-01,2024-10,Influencer,Bengaluru,P107,Beauty & Grooming,1,699.0,34.95,664.05,60.0,13.28,250.0,340.77,5.0
ORD-019466,2025-05-18,2025-05,7234,2025-04-23,2025-04,Paid Search,Mumbai,P103,Fashion,1,899.0,224.75,674.25,80.0,13.48,300.0,280.77,25.0
ORD-019467,2024-09-15,2024-09,9888,2024-09-06,2024-09,Organic Search,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-019468,2025-08-11,2025-08,10100,2024-11-20,2024-11,Meta Ads,Bengaluru,P104,Fashion,2,2998.0,1049.3,1948.7,60.0,38.97,1200.0,649.73,35.0
ORD-019469,2026-08-09,2026-08,7773,2026-06-27,2026-06,Organic Search,Delhi NCR,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-019470,2024-12-13,2024-12,7591,2024-12-10,2024-12,Meta Ads,Delhi NCR,P105,Home & Kitchen,1,999.0,249.75,749.25,80.0,14.98,400.0,254.27,25.0
ORD-019471,2026-06-19,2026-06,1121,2026-03-17,2026-03,Influencer,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-019472,2024-11-17,2024-11,7461,2024-09-30,2024-09,Paid Search,Delhi NCR,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-019473,2025-08-10,2025-08,7282,2025-07-23,2025-07,Meta Ads,Delhi NCR,P103,Fashion,1,899.0,224.75,674.25,60.0,13.48,300.0,300.77,25.0
ORD-019474,2024-11-08,2024-11,6863,2024-10-30,2024-10,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,74.85,424.15,60.0,8.48,150.0,205.67,15.0
ORD-019475,2026-01-13,2026-01,3866,2025-11-25,2025-11,Meta Ads,Delhi NCR,P106,Beauty & Grooming,1,499.0,74.85,424.15,80.0,8.48,150.0,185.67,15.0
ORD-019476,2024-10-20,2024-10,4732,2024-10-20,2024-10,Email Referral,Mumbai,P106,Beauty & Grooming,2,998.0,0.0,998.0,100.0,19.96,300.0,578.04,0.0
ORD-019477,2024-12-30,2024-12,4592,2024-10-02,2024-10,Paid Search,Bengaluru,P101,Electronics,2,3998.0,999.5,2998.5,80.0,59.97,2400.0,458.53,25.0
ORD-019478,2024-10-19,2024-10,5487,2024-09-05,2024-09,Paid Search,Pune,P105,Home & Kitchen,2,1998.0,299.7,1698.3,100.0,33.97,800.0,764.3299999999999,15.0
ORD-019479,2026-03-31,2026-03,8173,2026-03-21,2026-03,Meta Ads,Bengaluru,P102,Electronics,2,1598.0,239.7,1358.3,100.0,27.17,900.0,331.12999999999994,15.0
ORD-019480,2025-07-16,2025-07,3415,2025-05-24,2025-05,Meta Ads,Hyderabad,P101,Electronics,1,1999.0,499.75,1499.25,60.0,29.98,1200.0,209.27,25.0
ORD-019481,2025-09-21,2025-09,10033,2025-09-08,2025-09,Meta Ads,Delhi NCR,P102,Electronics,1,799.0,199.75,599.25,60.0,11.98,450.0,77.27,25.0
ORD-019482,2026-03-14,2026-03,7636,2025-12-07,2025-12,Paid Search,Delhi NCR,P107,Beauty & Grooming,2,1398.0,489.3,908.7,60.0,18.17,500.0,330.53000000000003,35.0
ORD-019483,2025-12-24,2025-12,3806,2025-11-06,2025-11,Email Referral,Hyderabad,P103,Fashion,1,899.0,89.9,809.1,100.0,16.18,300.0,392.92,10.0
ORD-019484,2025-01-26,2025-01,7666,2024-10-21,2024-10,Organic Search,Delhi NCR,P103,Fashion,1,899.0,44.95,854.05,60.0,17.08,300.0,476.96999999999997,5.0
ORD-019485,2024-10-26,2024-10,6362,2024-08-29,2024-08,Paid Search,Delhi NCR,P103,Fashion,2,1798.0,269.7,1528.3,60.0,30.57,600.0,837.7299999999999,15.0
ORD-019486,2025-05-25,2025-05,2466,2025-05-03,2025-05,Paid Search,Mumbai,P105,Home & Kitchen,1,999.0,249.75,749.25,100.0,14.98,400.0,234.27,25.0
ORD-019487,2024-12-16,2024-12,1404,2024-10-01,2024-10,Influencer,Bengaluru,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-019488,2025-04-06,2025-04,7571,2025-01-20,2025-01,Meta Ads,Delhi NCR,P101,Electronics,2,3998.0,1399.3,2598.7,60.0,51.97,2400.0,86.72999999999982,35.0
ORD-019489,2025-02-24,2025-02,9605,2024-09-19,2024-09,Meta Ads,Hyderabad,P102,Electronics,1,799.0,199.75,599.25,60.0,11.98,450.0,77.27,25.0
ORD-019490,2025-07-02,2025-07,10730,2025-05-20,2025-05,Paid Search,Bengaluru,P107,Beauty & Grooming,2,1398.0,209.7,1188.3,60.0,23.77,500.0,604.53,15.0
ORD-019491,2025-08-11,2025-08,5250,2025-06-20,2025-06,Email Referral,Pune,P104,Fashion,1,1499.0,0.0,1499.0,100.0,29.98,600.0,769.02,0.0
ORD-019492,2025-07-07,2025-07,7347,2025-06-08,2025-06,Paid Search,Delhi NCR,P106,Beauty & Grooming,2,998.0,249.5,748.5,80.0,14.97,300.0,353.53,25.0
ORD-019493,2025-10-02,2025-10,9409,2025-09-18,2025-09,Meta Ads,Bengaluru,P101,Electronics,1,1999.0,299.85,1699.15,60.0,33.98,1200.0,405.1700000000001,15.0
ORD-019494,2025-10-07,2025-10,7626,2025-10-04,2025-10,Paid Search,Pune,P102,Electronics,1,799.0,199.75,599.25,100.0,11.98,450.0,37.269999999999996,25.0
ORD-019495,2025-12-13,2025-12,10217,2025-10-11,2025-10,Meta Ads,Pune,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-019496,2024-10-10,2024-10,3814,2024-09-12,2024-09,Paid Search,Delhi NCR,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-019497,2025-04-10,2025-04,1806,2025-01-17,2025-01,Organic Search,Pune,P101,Electronics,2,3998.0,0.0,3998.0,80.0,79.96,2400.0,1438.04,0.0
ORD-019498,2025-02-02,2025-02,4350,2025-01-08,2025-01,Paid Search,Bengaluru,P101,Electronics,1,1999.0,299.85,1699.15,80.0,33.98,1200.0,385.1700000000001,15.0
ORD-019499,2026-07-05,2026-07,8362,2026-02-27,2026-02,Meta Ads,Pune,P106,Beauty & Grooming,1,499.0,124.75,374.25,60.0,7.48,150.0,156.77,25.0
ORD-019500,2025-06-30,2025-06,3817,2025-06-10,2025-06,Meta Ads,Pune,P103,Fashion,1,899.0,314.65,584.35,60.0,11.69,300.0,212.66000000000003,35.0
ORD-019501,2025-01-04,2025-01,10464,2024-12-10,2024-12,Meta Ads,Hyderabad,P106,Beauty & Grooming,2,998.0,149.7,848.3,100.0,16.97,300.0,431.3299999999999,15.0
ORD-019502,2026-04-10,2026-04,7232,2026-02-21,2026-02,Influencer,Pune,P101,Electronics,1,1999.0,99.95,1899.05,100.0,37.98,1200.0,561.0699999999999,5.0
ORD-019503,2025-01-01,2025-01,9626,2024-12-15,2024-12,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,49.9,449.1,60.0,8.98,150.0,230.12000000000003,10.0
ORD-019504,2024-11-09,2024-11,8421,2024-09-26,2024-09,Paid Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,74.85,424.15,80.0,8.48,150.0,185.67,15.0
ORD-019505,2024-10-17,2024-10,9621,2024-10-17,2024-10,Email Referral,Hyderabad,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-019506,2025-11-14,2025-11,10380,2025-11-02,2025-11,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,174.65,324.35,80.0,6.49,150.0,87.86000000000003,35.0
ORD-019507,2025-06-30,2025-06,5258,2025-06-19,2025-06,Meta Ads,Hyderabad,P107,Beauty & Grooming,2,1398.0,489.3,908.7,100.0,18.17,500.0,290.53000000000003,35.0
ORD-019508,2025-10-09,2025-10,3313,2025-10-04,2025-10,Meta Ads,Bengaluru,P102,Electronics,2,1598.0,239.7,1358.3,100.0,27.17,900.0,331.12999999999994,15.0
ORD-019509,2026-04-29,2026-04,2996,2026-01-03,2026-01,Organic Search,Bengaluru,P103,Fashion,1,899.0,44.95,854.05,80.0,17.08,300.0,456.96999999999997,5.0
ORD-019510,2025-09-21,2025-09,5996,2025-03-20,2025-03,Influencer,Bengaluru,P101,Electronics,1,1999.0,0.0,1999.0,100.0,39.98,1200.0,659.02,0.0
ORD-019511,2024-10-09,2024-10,2743,2024-10-08,2024-10,Organic Search,Pune,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-019512,2025-01-28,2025-01,10535,2025-01-02,2025-01,Meta Ads,Hyderabad,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-019513,2025-03-19,2025-03,2156,2025-03-11,2025-03,Organic Search,Mumbai,P104,Fashion,2,2998.0,149.9,2848.1,100.0,56.96,1200.0,1491.1399999999999,5.0
ORD-019514,2025-05-19,2025-05,4205,2025-03-01,2025-03,Organic Search,Hyderabad,P102,Electronics,2,1598.0,79.9,1518.1,80.0,30.36,900.0,507.7399999999999,5.0
ORD-019515,2026-04-10,2026-04,9586,2026-04-03,2026-04,Meta Ads,Mumbai,P104,Fashion,1,1499.0,224.85,1274.15,60.0,25.48,600.0,588.6700000000001,15.0
ORD-019516,2024-09-04,2024-09,7764,2024-08-26,2024-08,Paid Search,Mumbai,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-019517,2026-08-08,2026-08,7948,2026-06-10,2026-06,Paid Search,Pune,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-019518,2025-06-19,2025-06,8203,2025-06-15,2025-06,Meta Ads,Pune,P104,Fashion,2,2998.0,449.7,2548.3,60.0,50.97,1200.0,1237.3300000000002,15.0
ORD-019519,2026-02-09,2026-02,5818,2025-09-28,2025-09,Influencer,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-019520,2024-11-02,2024-11,3041,2024-09-04,2024-09,Influencer,Pune,P105,Home & Kitchen,1,999.0,0.0,999.0,80.0,19.98,400.0,499.02,0.0
ORD-019521,2025-10-25,2025-10,3079,2025-05-08,2025-05,Email Referral,Pune,P106,Beauty & Grooming,1,499.0,24.95,474.05,80.0,9.48,150.0,234.57000000000002,5.0
ORD-019522,2026-01-26,2026-01,3865,2025-12-31,2025-12,Meta Ads,Mumbai,P103,Fashion,1,899.0,134.85,764.15,60.0,15.28,300.0,388.87,15.0
ORD-019523,2025-08-28,2025-08,6830,2025-08-17,2025-08,Meta Ads,Mumbai,P104,Fashion,1,1499.0,374.75,1124.25,100.0,22.48,600.0,401.77,25.0
ORD-019525,2025-01-05,2025-01,8443,2024-12-05,2024-12,Paid Search,Hyderabad,P106,Beauty & Grooming,2,998.0,149.7,848.3,80.0,16.97,300.0,451.3299999999999,15.0
ORD-019526,2025-11-27,2025-11,6216,2025-07-16,2025-07,Organic Search,Hyderabad,P102,Electronics,3,2397.0,239.7,2157.3,60.0,43.15,1350.0,704.1500000000002,10.0
ORD-019527,2025-02-21,2025-02,6113,2024-10-06,2024-10,Organic Search,Hyderabad,P101,Electronics,2,3998.0,399.8,3598.2,60.0,71.96,2400.0,1066.2399999999998,10.0
ORD-019528,2025-12-10,2025-12,7938,2025-09-29,2025-09,Organic Search,Hyderabad,P107,Beauty & Grooming,1,699.0,69.9,629.1,80.0,12.58,250.0,286.52000000000004,10.0
ORD-019529,2025-09-21,2025-09,5257,2025-09-10,2025-09,Email Referral,Pune,P101,Electronics,1,1999.0,0.0,1999.0,80.0,39.98,1200.0,679.02,0.0
ORD-019530,2025-01-20,2025-01,10522,2025-01-08,2025-01,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-019531,2026-06-12,2026-06,10839,2026-04-27,2026-04,Organic Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,80.0,17.98,300.0,501.02,0.0
ORD-019532,2025-08-20,2025-08,8892,2025-07-22,2025-07,Meta Ads,Bengaluru,P103,Fashion,1,899.0,224.75,674.25,100.0,13.48,300.0,260.77,25.0
ORD-019533,2025-04-22,2025-04,7340,2025-03-29,2025-03,Paid Search,Pune,P101,Electronics,1,1999.0,299.85,1699.15,80.0,33.98,1200.0,385.1700000000001,15.0
